student_id,age,gender,department,semester,attendance_pct,assignment_score_avg,internal_marks_avg,semester_gpa,study_hours_per_week,participation_score,prev_semester_gpa,backlogs,financial_aid,performance_category
STU-2024-1015,22,Female,CS,1,66.54,47.86,67.23,7.49,8.4,6.73,7.96,1,False,Medium
STU-2024-1016,21,Male,MBA,6,71.98,64.82,61.05,6.93,20.9,6.75,6.94,1,False,Medium
STU-2024-1017,18,Female,MBA,8,46.47,46.41,37.69,4.9,6.3,6.0,5.11,5,False,At Risk
STU-2024-1018,20,Female,ECE,7,34.35,56.93,28.81,3.77,7.7,6.0,3.07,4,False,At Risk
STU-2024-1019,23,Female,ME,4,98.41,76.45,79.27,7.6,20.2,5.67,7.54,0,True,High
STU-2024-1020,27,Female,CS,2,68.95,62.58,40.0,6.68,11.4,3.69,6.22,0,False,Medium
STU-2024-1021,19,Male,CS,5,71.22,73.03,49.54,6.62,24.5,3.11,5.77,0,False,Medium
STU-2024-1022,27,Male,IT,8,84.8,81.12,66.66,6.47,11.7,7.12,6.34,2,False,High
STU-2024-1023,19,Male,MBA,4,71.73,54.28,43.03,6.32,13.3,6.65,5.74,0,False,Medium
STU-2024-1024,21,Male,EE,8,66.66,72.0,68.73,7.27,14.0,5.36,7.19,1,True,Medium
STU-2024-1025,23,Male,ME,2,76.57,83.81,70.57,8.06,30.5,8.85,8.47,0,False,High
STU-2024-1026,18,Male,MBA,5,79.26,87.03,68.87,7.64,20.2,9.48,7.59,0,False,High
STU-2024-1027,20,Female,EE,3,40.0,56.79,42.21,4.24,2.2,1.71,3.33,1,True,At Risk
STU-2024-1028,20,Male,ECE,1,50.56,49.43,35.05,4.48,1.4,4.65,3.72,4,True,At Risk
STU-2024-1029,20,Female,IT,4,33.08,38.25,46.36,3.12,2.9,3.39,2.54,4,False,At Risk
STU-2024-1030,27,Male,ECE,7,75.49,66.35,70.47,6.81,13.6,6.23,6.6,0,True,High
STU-2024-1031,23,Male,ME,7,71.27,70.38,58.99,5.74,19.9,2.68,5.41,3,True,Medium
STU-2024-1032,19,Female,CS,7,71.58,60.63,64.49,6.14,9.5,2.89,6.26,1,False,Medium
STU-2024-1033,19,Female,MBA,3,71.97,51.11,69.92,6.86,13.1,6.15,6.99,0,False,Medium
STU-2024-1034,21,Female,MBA,3,78.6,40.0,56.15,5.47,20.8,8.0,4.33,1,False,Medium
STU-2024-1035,18,Male,MBA,1,77.16,70.7,49.08,7.46,15.0,5.72,7.49,0,False,High
STU-2024-1036,26,Male,CE,1,74.83,79.36,66.27,7.61,12.3,6.02,7.24,0,False,High
STU-2024-1037,20,Male,ME,2,88.97,89.86,81.64,8.77,23.5,5.7,8.45,1,True,High
STU-2024-1038,19,Female,IT,1,76.55,73.26,52.61,6.47,12.5,3.46,5.78,0,False,Medium
STU-2024-1039,20,Male,ME,2,94.89,61.84,80.71,7.28,22.0,7.13,7.48,0,False,High
STU-2024-1040,23,Male,CE,7,74.28,44.46,82.0,7.11,23.1,6.86,6.53,0,False,High
STU-2024-1041,20,Male,IT,3,80.36,77.87,83.77,8.51,26.0,8.14,8.58,0,False,High
STU-2024-1042,26,Female,CS,3,83.67,89.59,64.89,6.8,23.2,7.7,6.46,0,False,High
STU-2024-1043,27,Female,IT,3,74.08,59.91,68.43,5.78,9.1,3.77,6.02,1,False,Medium
STU-2024-1044,22,Female,EE,8,63.65,60.89,54.91,6.21,9.6,6.31,6.51,0,True,Medium
STU-2024-1045,24,Female,ECE,3,45.02,52.46,44.82,4.26,13.2,4.19,3.41,4,False,At Risk
STU-2024-1046,20,Female,CS,6,48.97,65.0,46.45,2.16,4.8,0.3,2.0,2,False,At Risk
STU-2024-1047,19,Male,ECE,8,70.95,48.06,65.14,8.04,16.0,4.86,7.27,2,False,Medium
STU-2024-1048,27,Female,ECE,1,77.74,72.73,77.39,7.61,22.1,7.9,8.11,1,False,High
STU-2024-1049,26,Male,CS,2,91.66,82.7,86.39,7.44,15.1,7.49,6.79,0,False,High
STU-2024-1050,25,Male,IT,7,84.31,59.25,64.03,6.62,10.4,5.06,6.76,1,False,Medium
STU-2024-1051,18,Female,ME,1,66.0,27.54,20.04,4.44,4.7,4.52,3.79,5,False,At Risk
STU-2024-1052,18,Male,CE,2,73.47,53.25,60.31,7.04,15.3,5.13,6.67,2,False,Medium
STU-2024-1053,21,Male,MBA,6,80.0,78.26,80.95,6.39,16.7,5.27,6.59,0,False,High
STU-2024-1054,27,Male,IT,1,59.84,57.34,35.38,2.69,7.6,2.29,2.51,2,True,At Risk
STU-2024-1055,27,Male,CS,7,73.94,72.27,57.84,6.71,15.4,3.69,7.34,1,True,Medium
STU-2024-1056,19,Female,EE,1,67.29,58.68,53.87,6.13,7.5,7.19,6.57,1,True,Medium
STU-2024-1057,26,Male,ME,4,67.03,82.69,58.07,6.62,23.2,5.98,6.56,0,True,High
STU-2024-1058,22,Female,CS,2,77.72,78.24,79.06,6.88,10.8,8.81,6.13,0,False,High
STU-2024-1059,27,Female,IT,3,81.5,64.74,48.03,4.56,12.2,5.39,4.0,2,False,Medium
STU-2024-1060,24,Female,CE,8,51.72,57.49,20.0,6.06,12.6,1.18,5.98,2,False,At Risk
STU-2024-1061,18,Male,MBA,7,43.78,57.71,20.0,4.04,13.3,4.26,4.06,3,True,At Risk
STU-2024-1062,19,Female,MBA,3,70.52,79.02,49.03,4.68,16.5,6.52,4.31,0,False,Medium
STU-2024-1063,20,Female,ME,6,60.67,65.25,68.2,5.3,21.3,5.88,5.44,0,False,Medium
STU-2024-1064,25,Male,EE,7,59.21,57.53,62.07,6.45,17.5,6.57,6.22,0,True,Medium
STU-2024-1065,22,Female,CE,8,37.66,49.76,44.38,4.66,3.0,4.35,4.21,4,False,At Risk
STU-2024-1066,24,Male,CS,3,62.35,53.08,50.28,4.0,9.7,0.0,3.55,2,False,Medium
STU-2024-1067,19,Female,ECE,5,72.01,48.3,53.83,5.77,7.8,2.87,4.56,0,False,Medium
STU-2024-1068,21,Female,ME,3,81.94,68.23,82.92,7.98,19.0,6.64,8.0,0,False,High
STU-2024-1069,24,Male,CE,6,72.82,60.74,57.47,7.04,12.9,4.99,7.11,1,False,Medium
STU-2024-1070,19,Male,CS,3,72.93,54.08,48.07,6.76,13.4,5.21,7.12,0,False,Medium
STU-2024-1071,26,Male,ME,8,70.65,77.61,63.7,9.73,17.2,7.31,9.81,0,False,High
STU-2024-1072,25,Male,ECE,5,82.69,89.83,67.63,8.42,22.8,7.92,8.84,0,False,High
STU-2024-1073,21,Male,CE,5,38.96,56.68,29.25,4.06,8.2,5.23,3.56,5,True,At Risk
STU-2024-1074,20,Female,IT,5,81.36,63.07,54.57,7.24,17.7,5.22,6.57,0,False,High
STU-2024-1075,19,Male,CS,8,45.82,35.97,40.12,4.83,12.5,2.77,4.34,0,False,At Risk
STU-2024-1076,23,Female,EE,6,55.56,37.93,53.42,5.95,3.9,5.12,4.72,4,False,At Risk
STU-2024-1077,20,Male,CE,1,90.12,69.93,77.37,6.67,27.9,7.5,6.2,0,True,High
STU-2024-1078,19,Male,CE,8,57.55,43.74,42.98,4.02,16.4,1.17,3.85,1,False,Medium
STU-2024-1079,19,Female,CE,5,46.2,57.9,48.1,2.61,9.1,4.11,2.0,0,False,At Risk
STU-2024-1080,22,Male,CS,2,73.04,77.75,75.47,7.39,21.9,7.02,7.21,1,True,High
STU-2024-1081,22,Male,CS,2,78.24,46.21,55.71,5.99,6.2,5.91,5.75,1,False,Medium
STU-2024-1082,24,Male,CE,5,74.28,37.14,62.0,3.63,4.5,5.47,2.97,2,True,Medium
STU-2024-1083,19,Male,ME,6,50.24,53.04,51.4,4.64,12.0,3.02,3.96,3,False,At Risk
STU-2024-1084,22,Male,IT,1,68.53,51.82,52.91,6.65,23.1,4.31,6.46,1,False,Medium
STU-2024-1085,27,Male,MBA,3,86.91,92.07,71.05,7.79,26.3,6.99,8.28,0,False,High
STU-2024-1086,23,Male,CS,5,82.0,59.83,51.11,6.39,14.1,7.46,6.69,1,False,Medium
STU-2024-1087,20,Male,EE,2,97.17,74.01,58.68,8.82,23.7,9.04,8.55,0,True,High
STU-2024-1088,21,Female,CS,7,83.02,79.77,66.79,8.74,25.9,10.0,8.88,0,False,High
STU-2024-1089,18,Female,IT,5,93.79,74.19,84.55,7.93,21.7,8.09,8.54,1,True,High
STU-2024-1090,24,Female,ME,4,61.29,54.77,45.4,4.92,1.0,1.58,5.32,5,True,At Risk
STU-2024-1091,21,Female,ECE,3,90.18,81.95,84.31,8.34,24.4,7.69,8.55,0,True,High
STU-2024-1092,27,Female,ME,1,56.23,73.72,59.07,6.18,14.6,4.97,5.99,1,False,Medium
STU-2024-1093,25,Female,ECE,3,79.49,78.76,72.44,9.67,10.6,6.81,9.64,0,False,High
STU-2024-1094,26,Female,EE,3,73.37,71.96,60.72,7.12,12.9,7.91,6.76,2,False,Medium
STU-2024-1095,25,Other,ECE,6,78.43,74.38,79.89,8.14,13.2,6.27,8.06,0,True,High
STU-2024-1096,27,Female,CS,1,84.76,78.4,79.26,6.97,24.9,5.75,7.58,0,False,High
STU-2024-1097,23,Male,ECE,8,62.69,57.24,47.37,7.01,20.6,4.96,6.07,0,False,Medium
STU-2024-1098,23,Female,CS,4,75.6,83.38,43.49,6.63,13.2,5.34,6.77,0,True,Medium
STU-2024-1099,26,Female,IT,3,67.37,72.14,61.9,6.72,8.2,5.7,6.92,2,True,Medium
STU-2024-1100,19,Male,EE,4,28.36,42.15,45.83,3.11,12.1,0.0,2.57,2,False,At Risk
STU-2024-1101,24,Male,CE,6,82.05,85.57,77.58,6.78,17.1,8.67,6.91,0,False,High
STU-2024-1102,27,Female,CE,5,98.99,79.4,72.25,7.43,19.9,6.97,7.68,0,False,High
STU-2024-1103,23,Male,CS,5,94.02,71.44,84.27,7.19,27.4,9.05,6.75,0,False,High
STU-2024-1104,22,Male,IT,2,89.57,69.23,61.12,7.24,9.6,5.57,6.7,2,False,High
STU-2024-1105,25,Female,ME,5,83.74,67.14,52.71,6.83,16.9,6.67,6.34,2,False,Medium
STU-2024-1106,21,Male,ME,8,90.9,92.51,66.64,7.1,16.4,8.93,7.63,0,False,High
STU-2024-1107,24,Male,IT,1,85.08,66.8,89.12,7.85,24.7,5.75,7.79,0,False,High
STU-2024-1108,21,Female,IT,6,74.91,69.69,61.05,6.67,9.7,6.48,6.34,1,True,Medium
STU-2024-1109,25,Male,ME,1,88.4,59.78,77.85,5.79,19.0,5.53,4.87,2,False,High
STU-2024-1110,27,Female,ECE,7,65.69,68.44,55.69,6.44,13.9,7.91,5.78,0,False,Medium
STU-2024-1111,23,Male,CS,5,69.14,61.29,62.18,6.61,12.0,3.24,6.36,0,False,Medium
STU-2024-1112,25,Female,ECE,4,76.69,71.34,67.32,7.41,24.0,6.88,6.63,0,True,High
STU-2024-1113,22,Female,MBA,2,90.98,74.79,58.28,8.53,25.0,5.64,8.4,0,False,High
STU-2024-1114,19,Female,CS,2,80.02,89.83,81.76,9.11,16.1,6.47,8.87,0,False,High
STU-2024-1115,21,Female,ME,1,56.03,69.4,68.8,7.0,9.6,3.92,7.3,1,False,Medium
STU-2024-1116,23,Male,IT,4,82.48,58.3,67.98,5.52,13.0,7.08,5.12,0,True,Medium
STU-2024-1117,24,Male,CE,5,94.17,84.33,82.29,7.4,24.6,6.45,7.01,0,True,High
STU-2024-1118,24,Female,EE,2,84.43,71.61,61.5,6.68,25.6,5.13,6.34,0,False,High
STU-2024-1119,19,Male,ME,4,56.07,45.58,50.86,2.47,7.5,3.81,2.0,3,True,At Risk
STU-2024-1120,19,Male,EE,4,56.4,45.19,52.76,4.33,10.0,3.34,3.46,3,False,At Risk
STU-2024-1121,21,Female,MBA,8,80.05,61.64,54.13,6.77,16.6,4.64,6.63,1,False,Medium
STU-2024-1122,23,Male,EE,6,94.89,83.62,86.71,7.57,19.6,9.59,7.28,0,True,High
STU-2024-1123,24,Male,MBA,7,64.31,50.52,71.94,6.57,5.0,5.97,5.97,0,False,Medium
STU-2024-1124,27,Female,IT,7,72.62,75.41,61.43,7.13,18.2,6.89,6.93,2,False,Medium
STU-2024-1125,25,Female,EE,3,81.23,73.46,72.2,7.62,18.1,8.12,7.1,0,False,High
STU-2024-1126,24,Female,EE,1,86.46,73.93,70.02,8.11,19.9,8.95,7.97,0,False,High
STU-2024-1127,26,Male,ME,4,76.64,86.2,70.87,7.7,15.1,7.01,7.34,0,False,High
STU-2024-1128,27,Male,EE,8,56.69,45.12,35.0,3.17,4.9,2.69,2.61,5,False,At Risk
STU-2024-1129,22,Female,ME,3,68.96,85.0,64.67,7.81,10.5,4.83,7.51,0,False,High
STU-2024-1130,21,Male,CS,1,90.0,66.89,70.63,7.13,11.6,4.02,5.32,3,True,High
STU-2024-1131,21,Male,IT,5,49.29,40.75,62.0,4.69,2.0,4.18,4.39,5,False,At Risk
STU-2024-1132,24,Male,CE,8,76.6,78.53,87.97,8.19,28.8,7.95,8.08,0,False,High
STU-2024-1133,21,Female,CE,1,77.01,69.41,74.52,5.51,8.9,5.81,5.03,0,False,Medium
STU-2024-1134,23,Female,ECE,7,35.72,46.94,28.54,3.91,7.6,2.55,4.63,4,False,At Risk
STU-2024-1135,19,Female,ME,1,64.38,51.92,41.49,6.03,21.1,3.28,6.15,2,False,Medium
STU-2024-1136,23,Male,CE,2,80.79,68.05,62.97,6.16,5.0,4.53,5.74,1,False,Medium
STU-2024-1137,27,Female,ECE,2,86.04,65.97,71.55,8.56,24.2,8.97,8.53,0,False,High
STU-2024-1138,24,Male,ECE,8,73.9,91.29,74.83,7.69,31.7,9.02,7.47,0,True,High
STU-2024-1139,19,Female,IT,2,43.81,47.19,47.68,4.11,1.0,1.35,3.17,2,False,At Risk
STU-2024-1140,23,Male,CS,6,89.48,73.76,76.78,7.56,19.9,7.24,7.49,0,False,High
STU-2024-1141,26,Male,CS,3,100.0,70.61,72.21,8.9,23.0,5.97,8.91,0,True,High
STU-2024-1142,22,Male,CS,1,78.8,80.66,60.65,5.81,13.0,6.49,6.02,3,False,Medium
STU-2024-1143,22,Male,CE,8,46.84,49.9,44.48,4.5,5.8,3.81,3.59,1,False,At Risk
STU-2024-1144,26,Female,ECE,5,86.56,83.85,86.73,8.91,25.0,5.99,9.26,0,False,High
STU-2024-1145,20,Male,ECE,8,92.4,76.52,78.86,7.74,18.3,7.16,8.02,1,False,High
STU-2024-1146,19,Male,CS,8,69.25,68.46,48.92,7.05,15.4,8.0,7.01,0,False,Medium
STU-2024-1147,27,Male,CS,7,88.36,89.97,69.48,8.85,26.6,5.95,9.18,0,False,High
STU-2024-1148,23,Male,CE,3,66.06,72.52,63.61,6.15,8.6,3.06,6.21,3,False,Medium
STU-2024-1149,18,Female,IT,3,88.64,79.36,52.46,7.71,23.5,7.37,7.86,0,True,High
STU-2024-1150,24,Male,CS,2,93.17,74.18,67.98,7.84,18.0,7.31,8.35,0,False,High
STU-2024-1151,26,Male,ME,2,68.52,40.0,58.11,6.38,12.9,4.56,6.26,3,False,Medium
STU-2024-1152,18,Female,ME,7,50.79,65.0,41.69,2.87,15.7,2.13,2.0,4,False,At Risk
STU-2024-1153,23,Female,MBA,3,50.18,32.16,35.16,4.23,6.9,5.16,3.07,4,False,At Risk
STU-2024-1154,21,Male,ECE,2,60.85,67.83,56.73,8.5,6.5,5.15,7.99,0,False,Medium
STU-2024-1155,25,Female,CE,2,90.73,80.63,83.62,8.11,21.1,8.79,8.3,0,True,High
STU-2024-1156,26,Male,CS,1,70.26,76.67,71.12,7.55,10.3,5.06,7.74,1,False,High
STU-2024-1157,19,Male,EE,6,76.61,74.51,61.89,5.46,11.5,6.8,5.44,0,True,Medium
STU-2024-1158,23,Male,EE,3,77.54,50.27,55.55,5.91,17.3,4.12,5.93,0,False,Medium
STU-2024-1159,26,Male,ECE,1,81.09,100.0,90.8,6.93,19.5,7.58,6.51,0,True,High
STU-2024-1160,27,Female,MBA,4,100.0,83.12,79.62,8.73,11.9,5.64,9.03,0,False,High
STU-2024-1161,21,Male,CE,5,64.84,60.97,61.48,6.94,18.5,7.25,7.27,0,False,Medium
STU-2024-1162,22,Female,CE,3,85.83,78.33,76.59,7.7,16.2,7.96,8.0,0,False,High
STU-2024-1163,21,Female,EE,3,46.97,35.57,41.97,3.98,10.2,0.14,3.0,1,True,At Risk
STU-2024-1164,27,Male,ME,3,80.47,66.53,55.02,8.5,11.2,4.85,7.95,0,True,High
STU-2024-1165,22,Male,EE,7,85.67,82.78,83.62,8.64,26.8,8.78,8.67,0,True,High
STU-2024-1166,22,Male,IT,6,88.99,63.86,81.2,9.22,17.9,5.98,9.04,0,True,High
STU-2024-1167,24,Male,IT,4,76.75,81.02,78.11,7.33,28.1,6.73,6.67,1,True,High
STU-2024-1168,24,Male,IT,8,87.29,72.79,52.27,6.04,24.7,3.97,5.55,0,False,High
STU-2024-1169,25,Male,ECE,1,61.66,51.52,57.64,5.74,11.4,4.83,6.39,3,False,Medium
STU-2024-1170,18,Male,IT,1,91.16,73.14,79.42,7.71,23.0,6.4,8.16,0,False,High
STU-2024-1171,21,Male,ME,4,55.3,39.26,44.8,2.96,10.3,3.52,3.08,4,True,At Risk
STU-2024-1172,18,Female,ME,8,45.12,60.62,36.24,2.27,8.5,3.25,2.0,3,False,At Risk
STU-2024-1173,20,Female,CE,3,39.15,42.68,43.05,2.1,3.7,4.15,2.0,2,False,At Risk
STU-2024-1174,18,Female,CE,4,75.01,82.22,85.27,8.07,19.4,8.87,8.15,0,False,High
STU-2024-1175,19,Male,EE,8,82.65,74.8,63.89,7.29,28.4,6.93,7.29,0,False,High
STU-2024-1176,24,Female,EE,8,68.65,81.78,73.47,9.64,27.7,7.7,9.7,0,False,High
STU-2024-1177,18,Male,CS,4,55.53,37.81,62.0,5.75,7.1,5.5,6.14,3,True,Medium
STU-2024-1178,24,Female,ME,5,50.89,39.75,43.02,5.61,7.1,0.66,5.29,4,False,At Risk
STU-2024-1179,19,Male,CE,4,79.33,71.2,70.27,8.59,25.9,9.26,8.29,0,False,High
STU-2024-1180,22,Female,CE,4,78.84,64.56,56.49,7.22,20.4,4.78,6.74,0,False,High
STU-2024-1181,27,Female,ME,1,69.0,76.79,70.42,7.27,24.2,8.75,7.02,0,True,High
STU-2024-1182,19,Male,CE,7,46.01,20.0,42.18,4.79,12.2,5.47,4.23,1,False,At Risk
STU-2024-1183,26,Female,ECE,5,36.19,43.47,30.46,4.04,8.9,1.14,3.52,3,False,At Risk
STU-2024-1184,20,Female,MBA,1,76.08,61.28,50.09,5.91,7.8,4.78,5.48,0,True,Medium
STU-2024-1185,23,Male,IT,7,62.76,65.69,50.96,7.41,8.4,5.52,7.06,1,False,Medium
STU-2024-1186,24,Other,MBA,2,52.26,20.0,36.06,3.02,15.2,3.29,2.89,3,True,At Risk
STU-2024-1187,19,Male,MBA,8,81.03,93.12,70.13,8.1,22.1,7.24,8.51,0,False,High
STU-2024-1188,18,Female,IT,5,68.25,40.0,60.3,5.82,21.3,5.38,5.71,3,True,Medium
STU-2024-1189,23,Female,ECE,8,80.18,59.06,51.79,6.85,18.5,5.82,6.33,2,False,Medium
STU-2024-1190,20,Male,EE,1,88.65,78.89,62.11,9.91,19.7,8.4,9.9,0,False,High
STU-2024-1191,19,Female,EE,1,100.0,78.44,78.3,8.01,20.6,6.25,8.04,0,False,High
STU-2024-1192,19,Male,ME,5,40.53,62.84,31.94,4.07,5.5,4.68,3.9,1,True,At Risk
STU-2024-1193,19,Female,MBA,2,90.21,67.69,66.96,9.42,31.7,7.42,9.39,0,False,High
STU-2024-1194,23,Other,IT,6,86.26,87.28,75.85,6.62,27.9,7.21,6.36,0,False,High
STU-2024-1195,27,Male,ME,2,98.66,98.13,82.05,8.5,22.3,8.32,8.69,0,True,High
STU-2024-1196,26,Female,CE,3,87.26,79.04,74.06,6.58,22.1,7.86,6.43,0,False,High
STU-2024-1197,23,Female,MBA,3,89.84,74.63,96.62,8.16,27.6,6.92,8.27,0,False,High
STU-2024-1198,25,Male,ECE,2,75.37,61.53,52.0,5.31,5.0,5.3,4.94,1,True,Medium
STU-2024-1199,27,Female,ME,5,72.92,58.0,40.0,5.34,17.9,8.0,5.51,1,False,Medium
STU-2024-1200,23,Female,CS,5,53.88,33.51,40.77,4.55,1.5,2.52,3.71,2,False,At Risk
STU-2024-1201,19,Female,ME,4,75.95,46.8,55.84,6.86,12.5,5.72,6.66,0,False,Medium
STU-2024-1202,24,Female,ECE,7,80.67,69.63,71.06,7.58,14.9,6.78,7.52,0,False,High
STU-2024-1203,22,Female,ME,2,87.53,62.4,53.33,6.79,16.1,5.62,6.66,1,False,High
STU-2024-1204,27,Male,ECE,5,83.61,79.08,79.15,7.37,21.4,6.03,7.38,0,False,High
STU-2024-1205,22,Male,ME,8,66.58,56.53,58.91,7.49,5.2,4.67,7.46,0,False,Medium
STU-2024-1206,19,Female,CS,4,87.37,79.53,76.86,8.04,20.9,10.0,8.29,0,True,High
STU-2024-1207,18,Male,MBA,1,66.78,81.19,47.57,5.66,12.3,5.4,5.83,0,False,Medium
STU-2024-1208,23,Other,CE,1,76.51,53.12,70.28,5.04,22.1,4.99,4.53,1,True,Medium
STU-2024-1209,23,Female,ME,8,87.6,80.52,87.57,8.44,25.2,7.49,8.3,0,False,High
STU-2024-1210,27,Male,IT,1,82.76,75.74,77.3,6.9,30.8,6.78,6.8,0,False,High
STU-2024-1211,21,Male,EE,6,76.6,64.51,59.54,6.16,6.1,6.95,5.38,1,False,Medium
STU-2024-1212,18,Female,EE,4,83.37,77.43,78.95,9.62,18.6,6.8,9.86,0,False,High
STU-2024-1213,21,Male,ME,1,44.32,31.03,27.48,4.9,1.0,1.68,5.1,4,False,At Risk
STU-2024-1214,19,Male,EE,2,82.25,90.61,87.0,8.41,26.5,7.29,7.95,0,False,High
STU-2024-1215,21,Male,EE,6,78.78,62.73,54.81,5.83,16.0,4.79,5.69,0,False,Medium
STU-2024-1216,24,Female,CS,2,69.81,66.11,79.56,8.16,13.4,5.49,7.96,0,True,High
STU-2024-1217,18,Male,ECE,8,79.39,86.79,77.71,7.67,23.1,5.49,7.7,1,False,High
STU-2024-1218,19,Female,MBA,2,78.56,68.27,63.55,6.29,10.8,6.7,6.02,3,False,Medium
STU-2024-1219,18,Male,IT,6,66.47,49.68,53.89,7.15,14.5,6.51,6.47,1,True,Medium
STU-2024-1220,24,Female,MBA,7,67.33,38.81,55.9,3.72,7.1,3.45,3.01,4,False,At Risk
STU-2024-1221,21,Female,IT,3,84.15,81.01,44.12,5.8,21.5,2.68,4.96,1,False,Medium
STU-2024-1222,18,Female,CE,8,81.09,82.21,74.22,7.96,18.4,4.0,7.71,0,False,High
STU-2024-1223,26,Male,MBA,4,43.23,46.2,45.42,5.9,7.7,1.1,5.28,4,True,At Risk
STU-2024-1224,25,Male,ME,7,59.01,59.15,57.0,6.34,10.1,2.96,6.64,1,True,Medium
STU-2024-1225,19,Female,MBA,7,92.38,82.41,66.89,9.39,31.0,7.22,9.28,0,False,High
STU-2024-1226,23,Male,MBA,6,78.12,85.0,64.25,6.98,12.5,4.61,6.67,0,False,High
STU-2024-1227,27,Female,ME,7,77.73,66.53,60.68,7.99,21.3,6.88,8.09,3,False,Medium
STU-2024-1228,24,Female,IT,6,65.98,60.64,70.13,7.21,16.2,6.22,7.2,1,False,Medium
STU-2024-1229,21,Female,EE,3,63.82,60.88,52.35,7.02,20.0,7.5,6.95,0,False,Medium
STU-2024-1230,18,Male,IT,4,93.67,75.95,67.03,8.03,25.4,6.82,8.43,0,False,High
STU-2024-1231,22,Female,CE,5,80.25,55.88,67.39,7.4,14.8,7.46,7.5,0,False,High
STU-2024-1232,19,Female,ECE,4,90.0,62.22,47.61,5.18,14.6,5.26,4.64,2,False,Medium
STU-2024-1233,23,Female,EE,8,72.16,88.35,80.46,7.53,21.9,7.71,7.52,0,False,High
STU-2024-1234,18,Male,MBA,1,99.34,80.63,74.19,7.3,16.6,6.38,7.62,0,False,High
STU-2024-1235,26,Female,CE,2,60.5,42.6,30.47,3.58,4.3,5.77,3.5,0,True,At Risk
STU-2024-1236,19,Female,MBA,4,80.66,51.34,62.67,6.41,10.4,6.46,6.93,0,False,Medium
STU-2024-1237,27,Male,MBA,6,85.95,77.81,78.75,9.96,23.3,5.98,9.64,0,True,High
STU-2024-1238,27,Male,MBA,8,70.29,51.13,57.92,6.42,9.1,3.64,6.76,0,False,Medium
STU-2024-1239,26,Male,ME,4,74.8,46.87,34.58,4.88,3.3,2.59,3.45,0,False,Medium
STU-2024-1240,22,Male,ME,5,95.19,72.6,81.66,8.46,15.6,6.48,8.8,0,False,High
STU-2024-1241,21,Male,IT,2,71.63,61.89,57.14,6.06,10.4,5.92,5.46,0,False,Medium
STU-2024-1242,26,Female,MBA,1,73.61,70.12,64.12,4.5,10.1,6.2,4.98,3,False,Medium
STU-2024-1243,25,Male,IT,5,86.54,95.06,77.97,7.7,20.6,6.14,8.08,0,False,High
STU-2024-1244,20,Male,ME,3,89.6,77.59,69.02,8.32,27.7,7.3,8.36,1,True,High
STU-2024-1245,22,Male,MBA,8,88.57,72.88,66.92,8.55,22.7,7.35,9.09,0,False,High
STU-2024-1246,27,Male,CE,7,62.53,54.82,56.78,7.67,11.7,7.96,7.01,1,True,Medium
STU-2024-1247,27,Female,ME,5,57.7,34.25,38.71,4.59,6.0,2.36,3.49,3,True,At Risk
STU-2024-1248,23,Male,ME,1,96.59,73.98,65.86,9.75,26.3,9.14,9.71,0,False,High
STU-2024-1249,25,Female,EE,5,77.71,70.67,78.09,8.46,17.0,7.93,8.09,0,False,High
STU-2024-1250,25,Female,CE,1,72.14,50.54,47.58,6.85,19.0,6.86,7.21,2,True,Medium
STU-2024-1251,26,Male,CE,2,82.6,78.09,68.49,8.23,25.9,9.79,8.01,0,True,High
STU-2024-1252,23,Male,IT,5,81.06,64.46,50.82,5.31,7.7,5.99,5.65,3,True,Medium
STU-2024-1253,20,Female,ME,5,69.89,85.0,59.22,6.59,16.6,6.76,6.42,0,False,High
STU-2024-1254,25,Female,CE,7,89.05,71.0,74.87,7.58,28.2,6.9,7.71,0,False,High
STU-2024-1255,22,Female,MBA,8,86.92,59.46,48.51,6.3,10.4,6.16,5.84,0,False,Medium
STU-2024-1256,19,Male,CE,4,27.06,41.45,45.01,4.88,2.4,3.1,2.72,1,False,At Risk
STU-2024-1257,21,Female,ME,5,88.12,73.61,77.29,8.68,28.5,8.29,9.09,0,False,High
STU-2024-1258,21,Male,ME,5,73.46,60.93,92.8,7.8,17.3,7.19,8.25,0,False,High
STU-2024-1259,19,Male,MBA,6,76.7,89.81,71.02,9.27,28.5,8.24,9.82,0,False,High
STU-2024-1260,21,Male,CS,7,100.0,74.48,85.08,7.68,29.7,6.66,7.32,0,False,High
STU-2024-1261,23,Male,CE,1,79.68,73.33,92.36,8.36,12.1,6.88,8.39,0,False,High
STU-2024-1262,25,Male,ECE,8,72.14,65.0,46.99,4.39,6.6,2.66,3.96,1,False,Medium
STU-2024-1263,27,Female,CS,2,74.15,52.75,64.53,6.65,17.1,7.31,6.34,0,False,Medium
STU-2024-1264,24,Female,IT,8,63.2,65.29,69.51,6.17,14.4,5.53,5.25,1,False,Medium
STU-2024-1265,26,Female,ME,2,71.71,55.47,52.63,5.35,11.4,5.24,5.23,0,True,Medium
STU-2024-1266,24,Male,MBA,4,49.85,35.45,52.91,3.78,3.5,5.71,3.63,2,True,At Risk
STU-2024-1267,22,Male,MBA,7,87.6,66.37,47.92,7.24,12.8,3.01,6.86,2,False,Medium
STU-2024-1268,23,Male,MBA,4,74.55,67.79,59.83,6.07,15.6,6.12,5.96,0,False,Medium
STU-2024-1269,27,Male,EE,3,73.58,83.41,74.0,5.98,7.7,4.59,5.93,0,False,High
